,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,music_genre
23513,40.0,0.4479999999999999,0.526,251480.0,0.4529999999999999,5.31e-05,0.104,-6.6,0.0295,124.454,0.191,Country
23514,37.0,0.17,0.665,201600.0,0.615,1.74e-05,0.131,-9.306,0.0259,93.992,0.799,Country
23515,55.0,0.0682,0.4539999999999999,240640.0,0.366,0.247,0.123,-8.98,0.0304,78.465,0.264,Country
23516,38.0,0.121,0.621,202573.0,0.573,0.000222,0.0934,-8.482000000000001,0.0259,136.58,0.469,Country
23517,47.0,0.5710000000000001,0.416,221707.0,0.422,0.0,0.161,-8.11,0.0279,150.607,0.703,Country
23518,58.0,0.134,0.6509999999999999,258733.0,0.433,7.37e-06,0.146,-12.843,0.059,91.483,0.6759999999999999,Country
23519,57.0,0.1989999999999999,0.826,213333.0,0.7140000000000001,0.0004849999999999,0.1669999999999999,-7.284,0.295,125.94,0.348,Country
23520,41.0,0.0282,0.61,224341.0,0.774,0.0,0.111,-5.159,0.0289,82.993,0.695,Country
23522,34.0,0.102,0.535,257693.0,0.471,0.0,0.139,-8.187000000000001,0.0278,133.84799999999998,0.272,Country
23523,39.0,0.0703,0.73,189680.0,0.534,1.12e-06,0.212,-6.227,0.0249,98.984,0.515,Country
23524,37.0,0.00665,0.64,211710.0,0.7559999999999999,2.68e-06,0.254,-6.079,0.0418,154.063,0.5329999999999999,Country
23525,48.0,0.6759999999999999,0.665,172627.0,0.506,1.06e-06,0.359,-13.045,0.0483,114.947,0.843,Country
23526,41.0,0.425,0.425,184773.0,0.516,0.000214,0.135,-9.646,0.123,207.399,0.665,Country
23527,40.0,0.249,0.377,241040.0,0.326,0.000686,0.111,-12.515,0.0292,163.741,0.222,Country
23528,47.0,0.0233,0.539,285843.0,0.8370000000000001,2.97e-05,0.0922,-5.919,0.355,88.619,0.325,Country
23530,66.0,0.0927,0.5870000000000001,277573.0,0.622,0.000636,0.2,-5.535,0.0303,107.943,0.231,Country
23531,41.0,0.171,0.493,250440.0,0.652,1.53e-06,0.25,-4.343,0.0353,149.779,0.294,Country
23532,0.0,0.191,0.436,296960.0,0.449,0.0485,0.123,-8.906,0.0286,78.813,0.3279999999999999,Country
23533,59.0,0.125,0.669,220587.0,0.716,0.0,0.1169999999999999,-6.651,0.038,91.972,0.773,Country
23534,46.0,0.0217,0.57,232880.0,0.6,0.0,0.0957,-11.618,0.039,143.861,0.611,Country
23535,34.0,0.669,0.477,232440.0,0.502,4.41e-06,0.358,-9.377,0.0406,77.691,0.295,Country
23536,63.0,0.134,0.425,237297.0,0.5539999999999999,8.56e-05,0.0963,-4.145,0.0298,83.917,0.288,Country
23537,49.0,0.304,0.4429999999999999,260453.0,0.843,1.13e-06,0.1689999999999999,-4.314,0.0509,181.936,0.5539999999999999,Country
23538,54.0,0.0265,0.667,182947.0,0.8859999999999999,0.0,0.0759,-5.12,0.0387,146.076,0.948,Country
23540,51.0,0.0951,0.513,197172.0,0.969,0.0,0.107,-1.375,0.0909,163.981,0.586,Country
23541,67.0,0.363,0.607,188291.0,0.514,0.0,0.258,-6.631,0.0323,75.97800000000001,0.414,Country
23542,34.0,0.075,0.6709999999999999,286760.0,0.561,1.6e-05,0.254,-7.582999999999999,0.0257,99.225,0.8590000000000001,Country
23543,40.0,0.00322,0.434,215080.0,0.907,1.8100000000000003e-05,0.353,-3.773,0.0372,175.983,0.8340000000000001,Country
23544,54.0,0.0832,0.637,164733.0,0.89,1.9e-06,0.0892,-3.877,0.0312,123.002,0.928,Country
23545,37.0,0.1889999999999999,0.546,303373.0,0.486,1.4499999999999998e-05,0.1009999999999999,-11.408,0.0267,79.936,0.4,Country
23546,57.0,0.0714,0.618,263800.0,0.731,5.05e-05,0.421,-5.181,0.0321,116.008,0.352,Country
23547,54.0,0.6890000000000001,0.732,152453.0,0.415,0.0,0.242,-7.53,0.032,111.947,0.821,Country
23548,44.0,0.7040000000000001,0.604,183373.0,0.286,0.0,0.0925,-8.975,0.0314,104.026,0.57,Country
23549,36.0,0.344,0.574,190480.0,0.254,0.0,0.39,-13.253,0.0279,113.445,0.382,Country
23551,45.0,0.149,0.625,206040.0,0.907,0.0,0.222,-4.375,0.0385,125.033,0.8640000000000001,Country
23554,47.0,0.321,0.758,206600.0,0.503,0.000234,0.121,-11.445,0.16,120.027,0.477,Country
23555,57.0,0.861,0.362,231867.0,0.183,0.000234,0.0932,-16.0,0.0347,136.64600000000002,0.2,Country
23556,34.0,0.0598,0.56,170160.0,0.905,2.78e-06,0.235,-2.812,0.0946,143.162,0.745,Country
23558,40.0,0.148,0.564,313293.0,0.568,0.00725,0.184,-10.103,0.0366,141.95,0.386,Country
23559,50.0,0.486,0.73,210938.0,0.618,0.0,0.102,-8.185,0.3289999999999999,128.113,0.19,Country
23560,61.0,0.00495,0.351,246467.0,0.736,0.0,0.109,-3.318,0.0459,140.299,0.237,Country
23561,37.0,0.00163,0.583,148867.0,0.873,0.0,0.143,-4.569,0.0281,108.051,0.784,Country
23563,45.0,0.239,0.324,217533.0,0.574,0.0,0.143,-5.647,0.0292,74.101,0.335,Country
23565,56.0,0.368,0.866,248000.0,0.602,0.0,0.0742,-9.732,0.336,117.979,0.7929999999999999,Country
23566,42.0,0.00027,0.481,255040.0,0.867,1.57e-06,0.0469,-3.54,0.0488,125.027,0.309,Country
23567,42.0,0.845,0.685,209307.0,0.196,0.0065299999999999,0.106,-13.927,0.0324,75.971,0.475,Country
23568,39.0,0.8170000000000001,0.636,153693.0,0.382,0.0,0.2339999999999999,-7.649,0.0329,111.216,0.69,Country
23569,37.0,0.618,0.603,222467.0,0.293,1.18e-06,0.109,-12.984000000000002,0.0312,135.16899999999998,0.556,Country
23570,38.0,0.0348,0.49,233400.0,0.522,0.0,0.161,-4.647,0.0272,137.939,0.3429999999999999,Country
23572,36.0,0.1689999999999999,0.541,220844.0,0.619,0.0,0.1,-5.947,0.0381,169.82,0.257,Country
23573,49.0,0.596,0.53,139813.0,0.51,0.0,0.0712,-11.053,0.187,201.594,0.8079999999999999,Country
23574,45.0,0.114,0.6890000000000001,190907.0,0.851,0.0,0.0379,-4.331,0.0606,87.991,0.7609999999999999,Country
23575,51.0,0.306,0.493,190107.0,0.532,0.0,0.347,-10.561,0.239,83.66799999999999,0.561,Country
23577,45.0,0.0374,0.589,196227.0,0.7929999999999999,0.0,0.1,-5.2620000000000005,0.0355,161.977,0.873,Country
23578,55.0,0.519,0.573,160707.0,0.747,1.13e-06,0.0867,-6.46,0.0319,79.952,0.645,Country
23579,34.0,0.00133,0.6659999999999999,224707.0,0.722,2.88e-06,0.742,-6.529,0.0255,118.032,0.6459999999999999,Country
23580,45.0,0.301,0.677,222013.0,0.665,0.000161,0.13,-7.08,0.0233,107.231,0.629,Country
23582,41.0,0.516,0.467,175000.0,0.44,1.31e-06,0.0766,-10.0,0.0433,140.54399999999998,0.335,Country
23583,51.0,0.000171,0.568,222640.0,0.789,2.59e-06,0.162,-5.709,0.0347,126.955,0.467,Country
23584,44.0,0.0732,0.293,206893.0,0.8740000000000001,0.0,0.18,-0.521,0.0504,177.484,0.397,Country
23585,35.0,0.0459,0.604,208587.0,0.684,5.19e-05,0.185,-6.107,0.0263,151.996,0.498,Country
23587,41.0,0.341,0.4479999999999999,267173.0,0.475,0.0,0.753,-11.307,0.0375,131.261,0.375,Country
23588,37.0,0.93,0.3779999999999999,296387.0,0.188,3.43e-05,0.104,-7.376,0.0293,99.801,0.18,Country
23589,48.0,0.902,0.61,184080.0,0.245,0.0,0.0944,-7.01,0.0275,100.02,0.212,Country
23590,49.0,0.501,0.677,173187.0,0.84,0.0,0.105,-7.314,0.0563,150.00799999999998,0.897,Country
23591,48.0,0.0579,0.583,192987.0,0.8590000000000001,0.0,0.11,-4.495,0.0402,142.071,0.607,Country
23592,53.0,0.243,0.723,240573.0,0.672,0.00373,0.299,-7.875,0.0356,128.079,0.958,Country
23593,72.0,0.133,0.607,180907.0,0.575,2.52e-06,0.0566,-7.066,0.0252,78.34100000000001,0.504,Country
23594,40.0,0.3989999999999999,0.7809999999999999,251680.0,0.5429999999999999,0.0363,0.09,-10.712,0.0381,123.436,0.524,Country
23596,72.0,0.1989999999999999,0.499,211768.0,0.797,0.0,0.0933,-3.77,0.0554,176.024,0.408,Country
23598,44.0,0.093,0.616,202933.0,0.758,0.0,0.132,-8.43,0.0434,141.495,0.447,Country
23599,42.0,0.212,0.4629999999999999,217067.0,0.8190000000000001,0.000268,0.0599,-7.662000000000001,0.0357,183.998,0.591,Country
23600,38.0,0.433,0.562,245560.0,0.22,9.26e-06,0.0875,-17.410999999999998,0.0291,98.247,0.3989999999999999,Country
23601,35.0,0.421,0.391,293947.0,0.447,0.000345,0.089,-7.12,0.027,135.649,0.307,Country
23602,36.0,0.0338,0.687,172293.0,0.586,0.0,0.132,-5.9910000000000005,0.0254,106.754,0.732,Country
23603,37.0,0.512,0.5379999999999999,184973.0,0.3,5.13e-05,0.0871,-16.11,0.0389,82.031,0.385,Country
23604,42.0,0.15,0.518,268413.0,0.424,0.0,0.217,-7.599,0.0306,129.905,0.217,Country
23606,40.0,0.122,0.457,232493.0,0.78,0.0002379999999999,0.0885,-6.466,0.0394,167.898,0.452,Country
23607,39.0,0.00376,0.653,208493.0,0.789,6.28e-06,0.0945,-5.9670000000000005,0.0344,105.005,0.432,Country
23608,53.0,0.0306,0.638,204498.0,0.7290000000000001,0.0,0.124,-4.3660000000000005,0.0353,143.963,0.589,Country
23610,49.0,0.795,0.6679999999999999,243280.0,0.486,0.0067,0.103,-11.092,0.0301,96.302,0.6990000000000001,Country
23612,40.0,0.317,0.691,243707.0,0.812,0.000146,0.265,-6.643,0.0784,100.016,0.544,Country
23613,38.0,0.693,0.5539999999999999,227840.0,0.455,0.0,0.0925,-5.627999999999999,0.0267,137.842,0.228,Country
23614,36.0,0.0554,0.461,218507.0,0.8170000000000001,0.0,0.177,-4.676,0.0782,165.862,0.754,Country
23615,43.0,0.0144,0.6629999999999999,174267.0,0.6890000000000001,4.65e-06,0.288,-9.202,0.0285,122.395,0.754,Country
23616,56.0,0.111,0.512,201533.0,0.545,0.0017699999999999,0.135,-10.154,0.0294,83.94,0.346,Country
23617,49.0,0.00837,0.372,212107.0,0.655,1.56e-06,0.0847,-5.809,0.0315,158.757,0.462,Country
23618,43.0,0.0173,0.8959999999999999,169109.0,0.8420000000000001,0.0,0.499,-4.182,0.267,140.04399999999998,0.643,Country
23619,41.0,0.0364,0.809,215720.0,0.725,0.0,0.0779,-7.287999999999999,0.0811,127.987,0.909,Country
23621,55.0,0.0117,0.432,181630.0,0.77,0.0,0.0849,-7.0760000000000005,0.0331,93.858,0.335,Country
23623,46.0,0.153,0.764,144907.0,0.7609999999999999,0.000503,0.294,-6.144,0.2019999999999999,90.012,0.1989999999999999,Country
23624,46.0,0.168,0.608,227840.0,0.732,0.0,0.0817,-4.254,0.0251,84.006,0.6559999999999999,Country
23625,41.0,0.32,0.586,217147.0,0.3979999999999999,0.0,0.15,-9.204,0.0336,149.878,0.301,Country
23626,42.0,0.0408,0.485,241257.0,0.5920000000000001,9.990000000000002e-05,0.0991,-7.011,0.0272,75.027,0.193,Country
23627,45.0,0.662,0.746,157053.0,0.491,5.14e-05,0.0756,-12.712,0.0593,76.857,0.868,Country
23628,41.0,0.0404,0.5670000000000001,177347.0,0.981,5.41e-05,0.2019999999999999,-3.712,0.0756,146.01,0.804,Country
23629,49.0,0.000796,0.62,232880.0,0.7440000000000001,4.31e-05,0.111,-5.075,0.0359,113.074,0.598,Country
23630,41.0,0.006,0.573,169877.0,0.612,0.0,0.0499,-7.432,0.0306,142.138,0.629,Country
23631,64.0,0.0496,0.511,187760.0,0.812,1.64e-06,0.0829,-4.763,0.0464,81.992,0.6920000000000001,Country
23632,42.0,0.0304,0.636,177467.0,0.8109999999999999,1.3800000000000002e-05,0.382,-5.582000000000001,0.0311,106.941,0.39,Country
23633,54.0,0.787,0.596,226280.0,0.28,0.000332,0.105,-9.192,0.0287,126.98,0.26,Country
23634,65.0,0.481,0.611,199501.0,0.519,4.82e-06,0.107,-9.854,0.035,147.981,0.462,Country
23635,34.0,0.45,0.747,229560.0,0.609,0.0001199999999999,0.161,-5.011,0.0254,106.202,0.532,Country
23636,42.0,0.184,0.7859999999999999,238280.0,0.883,0.0,0.0948,-3.55,0.217,125.04,0.684,Country
23637,54.0,0.248,0.607,234240.0,0.614,0.0,0.359,-7.326,0.0264,130.092,0.623,Country
23638,41.0,0.111,0.7609999999999999,149428.0,0.779,0.0,0.366,-6.88,0.358,180.204,0.536,Country
23639,47.0,0.0141,0.495,222400.0,0.485,0.0,0.0782,-9.777,0.0489,154.9,0.406,Country
23640,36.0,0.642,0.568,191693.0,0.483,0.0,0.09,-6.87,0.0313,147.954,0.248,Country
23642,54.0,0.716,0.565,239520.0,0.29,2.07e-05,0.11,-11.267,0.0262,135.10399999999998,0.236,Country
23643,45.0,0.182,0.68,177933.0,0.846,0.0,0.235,-4.619,0.0516,82.992,0.921,Country
23644,52.0,0.522,0.65,204133.0,0.287,0.0,0.0767,-20.494,0.052,81.964,0.8,Country
23645,53.0,0.8540000000000001,0.6809999999999999,316627.0,0.5760000000000001,4.33e-05,0.103,-6.782,0.0392,93.073,0.612,Country
23646,47.0,0.141,0.782,168980.0,0.642,0.0,0.317,-13.509,0.0457,97.996,0.631,Country
23647,37.0,0.0227,0.593,210400.0,0.868,4.3e-06,0.25,-4.98,0.0498,109.945,0.451,Country
23648,49.0,0.713,0.483,212293.0,0.273,1.77e-05,0.114,-16.213,0.0308,130.612,0.276,Country
23649,56.0,0.1369999999999999,0.638,172756.0,0.6609999999999999,0.0,0.245,-10.134,0.0341,109.268,0.4639999999999999,Country
23650,47.0,0.447,0.476,199293.0,0.873,0.0,0.3379999999999999,-3.267,0.0417,197.972,0.5820000000000001,Country
23651,43.0,0.0208,0.618,231467.0,0.789,0.000328,0.0989,-6.284,0.0278,99.978,0.637,Country
23652,39.0,0.481,0.534,234613.0,0.536,4.18e-06,0.225,-6.957000000000001,0.0276,143.731,0.306,Country
23653,35.0,0.141,0.624,268960.0,0.6890000000000001,2.1e-06,0.355,-5.746,0.024,92.997,0.528,Country
23654,38.0,0.0141,0.647,236253.0,0.741,9.88e-06,0.292,-6.655,0.025,105.006,0.547,Country
23655,47.0,0.317,0.557,241400.0,0.687,0.0,0.102,-6.428999999999999,0.0423,143.986,0.373,Country
23656,51.0,0.0292,0.4029999999999999,211307.0,0.745,0.0,0.0985,-6.534,0.0858,186.241,0.644,Country
23657,52.0,0.0704,0.685,206507.0,0.595,3.9e-06,0.0753,-7.082999999999999,0.0453,91.01,0.596,Country
23658,65.0,0.6459999999999999,0.623,204200.0,0.59,0.0,0.295,-5.013999999999999,0.0279999999999999,137.071,0.579,Country
23659,41.0,0.244,0.752,179373.0,0.488,0.0,0.0491,-11.498,0.0263,88.945,0.804,Country
23660,42.0,0.5589999999999999,0.6509999999999999,190733.0,0.527,0.00104,0.107,-12.564,0.0283,90.619,0.698,Country
23661,64.0,0.0196,0.643,205707.0,0.961,0.0,0.948,-5.297999999999999,0.0315,124.027,0.96,Country
23662,53.0,0.00157,0.556,224213.0,0.868,0.0,0.512,-5.7410000000000005,0.0441,164.075,0.433,Country
23663,70.0,0.3329999999999999,0.439,183413.0,0.802,0.0,0.377,-3.644,0.054,168.032,0.725,Country
23664,65.0,0.318,0.695,215853.0,0.731,0.0,0.143,-2.15,0.034,122.522,0.497,Country
23665,47.0,0.0244,0.532,260800.0,0.726,3.98e-05,0.0867,-5.263999999999999,0.0267,130.088,0.32,Country
23666,42.0,0.768,0.585,258013.0,0.426,1.52e-06,0.0746,-7.404,0.0257,133.912,0.291,Country
23668,79.0,0.263,0.677,179507.0,0.556,0.0,0.105,-6.544,0.0306,80.009,0.521,Country
23669,54.0,0.502,0.732,211267.0,0.667,4.07e-06,0.0524,-9.278,0.0278,125.6,0.727,Country
23671,47.0,0.0167,0.647,249107.0,0.904,3.36e-06,0.0587,-5.193,0.0434,118.948,0.551,Country
23673,41.0,0.926,0.4,172000.0,0.0625,0.000446,0.095,-19.592,0.0389,66.663,0.238,Country
23674,46.0,0.574,0.602,241900.0,0.396,0.0,0.0926,-7.186,0.0233,87.411,0.283,Country
23675,53.0,0.0504,0.59,184387.0,0.887,0.0,0.132,-2.634,0.0353,120.061,0.679,Country
23676,47.0,0.198,0.647,163800.0,0.8109999999999999,1.71e-06,0.39,-6.7620000000000005,0.0418,105.731,0.965,Country
23677,42.0,0.00178,0.911,332459.0,0.552,2.16e-06,0.0956,-8.311,0.1989999999999999,97.239,0.384,Country
23678,50.0,0.544,0.3929999999999999,259800.0,0.552,0.0,0.1009999999999999,-3.526,0.0283,147.515,0.217,Country
23680,38.0,0.146,0.43,235280.0,0.79,0.0,0.119,-4.887,0.0413,163.88099999999997,0.295,Country
23683,37.0,0.0073,0.748,209947.0,0.6970000000000001,0.0,0.0753,-7.204,0.0353,118.022,0.629,Country
23684,37.0,0.0254,0.529,313160.0,0.563,4.61e-05,0.0974,-7.371,0.0284,101.554,0.104,Country
23685,56.0,0.103,0.45,227987.0,0.795,0.0,0.166,-4.249,0.0355,151.884,0.364,Country
23690,48.0,0.368,0.444,217107.0,0.7240000000000001,2.9600000000000005e-05,0.1969999999999999,-3.353,0.0541,72.443,0.178,Country
23692,39.0,0.293,0.606,264647.0,0.6409999999999999,0.0,0.172,-7.865,0.0299,161.961,0.7290000000000001,Country
23693,38.0,0.8290000000000001,0.6920000000000001,183373.0,0.18,0.00743,0.134,-14.932,0.035,104.597,0.4529999999999999,Country
23695,40.0,0.755,0.665,202573.0,0.4529999999999999,0.0,0.0682,-8.711,0.0966,139.875,0.326,Country
23696,60.0,0.0131,0.594,278499.0,0.6859999999999999,0.0,0.206,-4.436,0.0606,174.345,0.444,Country
23697,44.0,0.366,0.626,199200.0,0.411,0.0,0.0374,-11.162,0.0318,103.369,0.665,Country
23698,45.0,0.486,0.632,266227.0,0.565,0.0,0.3,-8.669,0.027,128.821,0.616,Country
23699,45.0,0.583,0.746,215488.0,0.741,0.0,0.104,-5.981,0.0432,131.34,0.8029999999999999,Country
23700,52.0,0.435,0.38,313405.0,0.685,0.00129,0.1369999999999999,-6.244,0.038,128.44899999999998,0.331,Country
23701,36.0,0.8320000000000001,0.48,254867.0,0.346,0.00215,0.363,-9.645,0.0253,77.96600000000001,0.118,Country
23702,48.0,0.753,0.467,191347.0,0.252,1.99e-05,0.113,-8.951,0.0305,110.714,0.225,Country
23703,36.0,0.0365,0.41,239200.0,0.7959999999999999,0.000156,0.307,-4.222,0.0326,164.16099999999997,0.342,Country
23704,41.0,0.124,0.733,190267.0,0.688,0.0,0.0569,-6.589,0.0259,126.208,0.76,Country
23705,43.0,0.16,0.631,209080.0,0.643,0.0,0.0879,-7.314,0.0285,131.91,0.418,Country
23706,69.0,0.257,0.611,209280.0,0.8,0.0,0.1939999999999999,-5.61,0.0377,89.97399999999999,0.527,Country
23707,50.0,0.109,0.43,229103.0,0.65,0.0,0.134,-8.177999999999999,0.2269999999999999,179.91400000000002,0.348,Country
23708,55.0,0.1119999999999999,0.5720000000000001,241573.0,0.625,0.214,0.0521,-3.339,0.0253,81.98,0.517,Country
23709,40.0,0.0588,0.382,203239.0,0.631,0.0,0.0667,-6.784,0.0342,128.297,0.367,Country
23710,48.0,0.767,0.6659999999999999,207187.0,0.466,8.36e-06,0.183,-8.63,0.0244,98.014,0.337,Country
23711,45.0,0.1009999999999999,0.5720000000000001,198120.0,0.703,0.0254,0.0933,-6.318,0.0279,154.025,0.616,Country
23712,36.0,0.6729999999999999,0.746,236507.0,0.502,1.37e-06,0.186,-9.027,0.0298,143.994,0.374,Country
23713,61.0,0.0103,0.5539999999999999,206827.0,0.903,0.0,0.107,-3.152,0.0515,112.998,0.419,Country
23714,56.0,0.105,0.51,215920.0,0.847,0.0,0.691,-4.622,0.087,184.942,0.74,Country
23715,40.0,0.769,0.682,235947.0,0.253,0.0,0.0984,-9.568,0.0266,104.942,0.105,Country
23717,49.0,0.317,0.432,227613.0,0.657,0.0,0.0893,-5.12,0.0304,142.528,0.259,Country
23718,56.0,0.29,0.623,203880.0,0.741,0.0,0.122,-3.694,0.0315,135.839,0.515,Country
23720,33.0,0.37,0.667,169267.0,0.36,0.0,0.0505,-16.041,0.0318,100.866,0.899,Country
23721,52.0,0.795,0.3879999999999999,238400.0,0.475,0.0342,0.105,-10.255,0.0309,83.102,0.235,Country
23722,41.0,0.0171,0.711,211813.0,0.489,0.000663,0.0836,-11.164,0.0301,125.494,0.628,Country
23723,36.0,0.209,0.48,234160.0,0.708,3.06e-05,0.0458,-6.575,0.0327,75.01899999999999,0.244,Country
23725,22.0,0.0999,0.485,203760.0,0.732,0.0,0.0782,-6.609,0.057,163.851,0.384,Country
23726,68.0,0.00172,0.462,218867.0,0.977,0.0,0.352,-3.805,0.045,154.03799999999998,0.746,Country
23728,44.0,0.081,0.7929999999999999,173383.0,0.6609999999999999,0.0,0.123,-8.611,0.0807,133.974,0.155,Country
23729,54.0,0.413,0.64,194680.0,0.669,0.0,0.0779,-5.17,0.0519,155.844,0.6459999999999999,Country
23730,35.0,0.532,0.542,315867.0,0.272,0.0,0.06,-11.404000000000002,0.0284,118.474,0.171,Country
23731,41.0,0.2769999999999999,0.5379999999999999,233440.0,0.555,0.0,0.131,-7.612,0.0299,75.002,0.429,Country
23733,50.0,0.0529,0.5,213067.0,0.862,2.7e-06,0.0821,-3.958,0.0448,160.054,0.535,Country
23734,47.0,0.245,0.75,254840.0,0.513,1.23e-06,0.0535,-8.811,0.0284,110.53,0.497,Country
23735,22.0,0.0052,0.47,246187.0,0.8240000000000001,0.0,0.0993,-5.078,0.0385,129.941,0.304,Country
23736,47.0,0.0956,0.672,172507.0,0.934,0.0,0.109,-3.322,0.0333,129.123,0.948,Country
23737,46.0,0.309,0.638,242400.0,0.33,0.0,0.111,-8.144,0.0328,143.795,0.223,Country
23738,47.0,0.0893,0.606,219773.0,0.5870000000000001,0.0,0.0924,-7.999,0.0228,95.018,0.257,Country
23739,42.0,0.414,0.59,234547.0,0.626,0.000182,0.2689999999999999,-7.303999999999999,0.0287,90.966,0.481,Country
23740,66.0,0.0682,0.5429999999999999,222413.0,0.75,0.0166,0.125,-7.071000000000001,0.0282,88.10700000000001,0.758,Country
23741,39.0,0.597,0.52,148000.0,0.525,0.0,0.0847,-7.449,0.0412,147.601,0.743,Country
23743,73.0,0.0491,0.491,182667.0,0.907,0.0,0.242,-3.594,0.0481,199.943,0.631,Country
23744,52.0,0.226,0.6559999999999999,241440.0,0.816,1.02e-05,0.264,-8.552999999999999,0.0289999999999999,133.237,0.962,Country
23745,49.0,0.00165,0.478,286481.0,0.92,0.0134,0.755,-5.845,0.0406,84.25,0.713,Country
23746,39.0,0.413,0.3989999999999999,227560.0,0.4629999999999999,1.83e-05,0.0739,-6.528,0.0263,166.003,0.327,Country
23747,63.0,0.114,0.541,260960.0,0.8109999999999999,0.0,0.356,-3.872,0.0342,110.013,0.263,Country
23748,47.0,0.51,0.72,228160.0,0.424,2.58e-05,0.0712,-17.83,0.0357,110.811,0.5820000000000001,Country
23749,57.0,0.235,0.762,200827.0,0.318,6.12e-06,0.138,-16.046,0.0355,130.516,0.677,Country
23750,37.0,0.134,0.596,180944.0,0.8140000000000001,4.78e-05,0.135,-5.058,0.0301,136.43,0.969,Country
23751,49.0,0.108,0.677,288603.0,0.512,0.0,0.206,-7.318,0.151,152.032,0.3,Country
23752,50.0,0.527,0.495,292468.0,0.263,0.0252,0.114,-14.53,0.0418,111.311,0.319,Country
23753,50.0,0.591,0.5579999999999999,202453.0,0.45,2.27e-05,0.093,-7.593999999999999,0.0334,139.81799999999998,0.228,Country
23754,44.0,0.0457,0.607,225693.0,0.757,1.53e-06,0.0966,-4.875,0.0355,119.994,0.7170000000000001,Country
23755,53.0,0.239,0.619,205707.0,0.882,0.0,0.033,-5.99,0.0912,159.98,0.897,Country
23756,53.0,0.0371,0.725,176987.0,0.687,5.27e-06,0.1009999999999999,-4.806,0.0247,95.007,0.655,Country
23757,44.0,0.88,0.434,172613.0,0.2319999999999999,1.93e-05,0.14,-12.985,0.0321,98.624,0.432,Country
23758,39.0,0.535,0.575,229800.0,0.481,4e-06,0.0798,-6.54,0.0253,134.475,0.345,Country
23761,40.0,0.499,0.617,186653.0,0.3939999999999999,0.000895,0.287,-10.789,0.0243,87.37799999999999,0.451,Country
23762,60.0,0.243,0.4379999999999999,335623.0,0.477,7.8e-06,0.183,-7.649,0.031,137.645,0.176,Country
23763,66.0,0.102,0.7090000000000001,224200.0,0.631,0.000361,0.0784,-7.654,0.036,94.032,0.782,Country
23764,41.0,0.307,0.588,225907.0,0.345,3.52e-05,0.136,-10.247,0.0321,84.571,0.2789999999999999,Country
23765,43.0,0.508,0.6629999999999999,211640.0,0.6679999999999999,0.0,0.135,-4.787,0.0278,104.035,0.3289999999999999,Country
23766,42.0,0.0482,0.5589999999999999,460200.0,0.524,0.104,0.0962,-13.784,0.0338,157.465,0.879,Country
23768,40.0,0.0389,0.512,234053.0,0.525,0.0,0.102,-9.867,0.0303,144.937,0.282,Country
23769,39.0,0.0241,0.507,179067.0,0.943,0.0,0.317,-5.516,0.0809,176.024,0.8370000000000001,Country
23770,36.0,0.00193,0.485,232240.0,0.621,0.0,0.108,-7.486000000000001,0.0274,134.037,0.332,Country
23771,67.0,0.0248,0.737,224667.0,0.609,4.26e-06,0.208,-11.121,0.0366,99.983,0.87,Country
23772,45.0,0.075,0.7,162520.0,0.841,2.9100000000000003e-05,0.392,-4.763999999999999,0.0323,116.982,0.825,Country
23774,42.0,0.32,0.599,210843.0,0.574,0.0,0.226,-7.362999999999999,0.0434,147.751,0.677,Country
23775,36.0,0.00575,0.815,186027.0,0.429,1.35e-05,0.1159999999999999,-10.486,0.306,89.1,0.327,Country
23776,48.0,0.211,0.513,203613.0,0.78,0.0,0.14,-3.245,0.0374,109.353,0.182,Country
23777,50.0,0.3389999999999999,0.528,212400.0,0.7090000000000001,0.00732,0.294,-7.645,0.0301,94.887,0.684,Country
23778,37.0,0.00929,0.565,216253.0,0.93,0.0,0.1119999999999999,-3.605,0.0406,163.956,0.853,Country
23779,47.0,0.648,0.679,194933.0,0.546,3.6200000000000006e-05,0.057,-12.609000000000002,0.0729,115.234,0.964,Country
23781,36.0,0.0486,0.743,203333.0,0.703,1.12e-05,0.0601,-6.545,0.0233,95.614,0.706,Country
23782,41.0,0.293,0.627,171773.0,0.456,0.0,0.102,-7.066,0.0263,135.97899999999998,0.299,Country
23785,44.0,0.0351,0.602,246696.0,0.721,0.0,0.1939999999999999,-8.296,0.14,150.1,0.478,Country
23786,35.0,0.376,0.652,183507.0,0.8590000000000001,8.340000000000001e-05,0.317,-8.839,0.0341,152.885,0.967,Country
23788,56.0,0.0401,0.425,214987.0,0.904,0.0,0.324,-3.32,0.0342,168.058,0.66,Country
23789,61.0,0.519,0.741,165827.0,0.615,0.000344,0.407,-8.072000000000001,0.0358,128.496,0.799,Country
23790,47.0,0.494,0.784,153489.0,0.564,0.0,0.439,-8.374,0.239,128.95,0.506,Country
23791,52.0,0.126,0.7090000000000001,207587.0,0.643,0.0,0.256,-7.676,0.0274,119.99,0.515,Country
23792,49.0,0.0138,0.509,191213.0,0.8909999999999999,0.0,0.063,-4.89,0.0757,128.108,0.631,Country
23793,51.0,0.0613,0.515,203414.0,0.7709999999999999,0.0,0.0828,-5.227,0.0436,154.018,0.373,Country
23794,39.0,0.275,0.598,199800.0,0.385,0.000294,0.102,-15.812,0.0336,109.939,0.585,Country
